City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Portland,45.5234,-122.6762,55.98,40,20,1.99,US,1635648032
Bandundu Province,-3.3167,17.3667,70.47,94,94,3.31,CD,1635648716
Jiwani,25.05,61.7417,81.09,42,0,7.99,PK,1635648717
Diffa,13.3154,12.6113,79.05,24,45,8.95,NE,1635648717
Tautira,-17.7333,-149.15,82.42,73,55,17.05,PF,1635648717
Sayyan,15.1718,44.3244,54.19,81,71,5.7,YE,1635648717
Darnah,32.767,22.6367,66.79,77,52,17.76,LY,1635648718
Aklavik,68.2191,-135.0107,18.32,89,92,9.01,CA,1635648718
Dzilam González,21.2833,-88.9333,70.2,71,7,3.8,MX,1635648718
Zhob,31.3411,69.4481,58.19,21,0,5.77,PK,1635648719
Quelimane,-17.8786,36.8883,68.09,87,0,5.06,MZ,1635648719
Motril,36.7507,-3.5179,70.47,87,6,9.28,ES,1635648719
Honiara,-9.4333,159.95,87.66,64,45,7.49,SB,1635648720
Eureka,40.8021,-124.1637,58.68,93,24,1.01,US,1635648720
Okha,53.5739,142.9478,31.87,57,100,18.16,RU,1635648720
Hamilton,39.1834,-84.5333,54.05,94,90,1.99,US,1635648695
São Félix do Xingu,-6.6447,-51.995,76.48,68,19,0.49,BR,1635648721
Orlik,52.5178,99.825,30.81,57,99,2.95,RU,1635648721
Chicama,-7.8447,-79.1469,64.96,81,94,6.04,PE,1635648722
Ulychne,49.2338,23.6511,37.26,70,0,2.95,UA,1635648722
Watsa,3.0372,29.5355,62.01,98,80,2.15,CD,1635648722
Wairoa,-39.0333,177.3667,72.61,76,100,4.0,NZ,1635648723
Castaños,26.7833,-101.4167,71.02,27,0,7.74,MX,1635648723
Omsukchan,62.5333,155.8,1.83,89,100,7.54,RU,1635648723
Ndélé,8.4109,20.6473,71.51,63,100,2.17,CF,1635648724
Saskylakh,71.9167,114.0833,12.63,94,100,10.67,RU,1635648724
Acarí,-15.4311,-74.6158,67.3,79,91,1.43,PE,1635648724
Haines Junction,60.7522,-137.5108,40.95,52,100,11.5,CA,1635648725
Kailua,21.4022,-157.7394,81.81,73,90,6.91,US,1635648725
Provideniya,64.3833,-173.3,12.74,73,88,11.56,RU,1635648725
Deep River,46.1001,-77.4995,46.94,98,100,3.09,CA,1635648725
Santa Catarina de Tepehuanes,25.35,-105.7333,57.18,67,10,5.82,MX,1635648726
Boysun,38.2061,67.1986,50.65,19,100,4.05,UZ,1635648726
Manaure,11.7751,-72.4445,77.41,88,100,8.88,CO,1635648726
Nālūt,30.3333,10.85,65.5,40,27,5.55,LY,1635648727
Calvinia,-31.4707,19.776,65.34,33,62,4.52,ZA,1635648727
Ottumwa,41.02,-92.4113,47.26,88,1,4.61,US,1635648674
Mossamedes,-15.1961,12.1522,65.17,80,73,5.73,AO,1635648728
Aswān,24.0934,32.907,78.1,31,0,10.36,EG,1635648728
Naberera,-4.2,36.9333,62.51,93,64,5.93,TZ,1635648728
Barranca,-10.75,-77.7667,62.2,84,87,6.71,PE,1635648728
Touros,-5.1989,-35.4608,77.9,75,95,14.29,BR,1635648729
Verkhnevilyuysk,63.4453,120.3167,25.74,92,100,8.46,RU,1635648729
Assaí,-23.3733,-50.8414,75.06,89,100,7.2,BR,1635648729
Martí,22.9475,-80.9203,73.0,71,44,7.0,CU,1635648730
Elko,41.0002,-115.5012,51.82,64,100,7.0,US,1635648730
Dali,25.7,100.1833,63.97,60,38,3.44,CN,1635648730
Tessalit,20.1986,1.0114,79.81,15,61,8.05,ML,1635648731
Mankono,8.0586,-6.1897,72.59,86,79,3.85,CI,1635648731
Boende,-0.2167,20.8667,70.47,99,98,2.57,CD,1635648731
Acapulco de Juárez,16.8634,-99.8901,84.02,74,75,3.44,MX,1635648447
Kruisfontein,-34.0033,24.7314,56.3,90,82,5.77,ZA,1635648732
Santa Isabel Rio Negro,-0.4139,-65.0192,76.24,83,56,1.68,BR,1635648732
Weligama,5.9667,80.4167,81.19,80,27,3.11,LK,1635648732
Prince Rupert,54.3161,-130.3201,46.09,79,100,6.91,CA,1635648455
Alofi,-19.0595,-169.9187,80.49,61,100,10.36,NU,1635648732
Nipawin,53.3668,-104.0009,37.44,65,90,9.22,CA,1635648733
Rabaul,-4.1967,152.1721,86.11,67,97,9.55,PG,1635648610
Prado,-17.3411,-39.2208,72.7,90,100,7.52,BR,1635648733
Marsá Maţrūḩ,31.3525,27.2453,64.6,82,0,5.75,EG,1635648734
Yeppoon,-23.1333,150.7333,91.18,57,48,14.03,AU,1635648636
Pochutla,15.7432,-96.4661,72.82,90,23,3.02,MX,1635648734
Sterling,39.0062,-77.4286,57.38,94,90,0.0,US,1635648677
Sheopur,25.6667,76.7,69.89,51,3,5.48,IN,1635648734
Trelleborg,55.3751,13.1569,53.55,84,99,16.51,SE,1635648735
Bol,13.4586,14.7147,81.54,40,99,11.65,TD,1635648735
Strezhevoy,60.7333,77.5889,6.78,97,96,4.05,RU,1635648735
Masaka,-0.3338,31.7341,60.66,96,86,3.71,UG,1635648736
Baracoa,20.3467,-74.4958,77.61,82,66,4.83,CU,1635648736
Zabid,14.1951,43.3152,81.68,72,76,6.91,YE,1635648736
Hyères,43.1167,6.1167,62.69,89,90,13.8,FR,1635648737
Tura,25.5198,90.2201,73.71,50,0,0.98,IN,1635648567
Maningrida,-12.0667,134.2667,93.15,48,38,12.1,AU,1635648737
Bethel,41.3712,-73.414,57.43,93,90,1.01,US,1635648550
Vardø,70.3705,31.1107,38.79,79,84,12.3,NO,1635648641
Bereda,43.2686,-7.5406,60.42,91,92,8.79,ES,1635648737
Comodoro Rivadavia,-45.8667,-67.5,42.66,87,0,3.44,AR,1635648738
Tateyama,34.9833,139.8667,63.1,87,100,1.79,JP,1635648738
Kataysk,56.289,62.5841,30.36,91,100,4.81,RU,1635648738
San Fernando del Valle de Catamarca,-28.4696,-65.7852,78.58,49,7,12.71,AR,1635648739
Ketchikan,55.3422,-131.6461,37.87,93,1,0.0,US,1635648719
Valparaíso,-33.0393,-71.6273,54.52,93,20,2.3,CL,1635648489
Prachuap Khiri Khan,12.2167,99.75,80.91,86,100,2.35,TH,1635648695
Vestmannaeyjar,63.4427,-20.2734,43.41,75,99,9.06,IS,1635648739
Petropavlovsk-Kamchatskiy,53.0452,158.6483,43.39,61,75,6.71,RU,1635648739
Linhares,-19.3911,-40.0722,70.16,96,100,2.86,BR,1635648740
Tarakan,3.3,117.6333,87.3,74,40,6.91,ID,1635648740
Alta Floresta,-9.8756,-56.0861,74.43,79,89,2.48,BR,1635648671
Cidreira,-30.1811,-50.2056,67.77,88,99,20.85,BR,1635648577
Parkent,41.2944,69.6764,46.22,44,100,1.34,UZ,1635648740
Tuatapere,-46.1333,167.6833,50.25,66,99,15.52,NZ,1635648741
Rincon,32.296,-81.2354,60.85,88,75,9.22,US,1635648691
Mangaratiba,-22.9597,-44.0406,70.03,92,100,3.47,BR,1635648741
Shahjahanpur,27.8833,79.9167,69.94,49,0,2.64,IN,1635648741
Chingirlau,51.095,54.0814,37.4,93,53,7.9,KZ,1635648742
Saint George,37.1041,-113.5841,69.35,46,1,4.0,US,1635648443
Vila Velha,-20.3297,-40.2925,71.55,100,90,2.3,BR,1635648583
Constitución,-35.3333,-72.4167,55.09,83,100,9.91,CL,1635648742
Tamandaré,-8.7597,-35.1047,76.48,73,17,8.28,BR,1635648742
Dinghaicun,26.2847,119.7936,70.72,73,13,14.14,CN,1635648743
Quatre Cocos,-20.2078,57.7625,75.09,77,8,6.26,MU,1635648743
Katrineholm,58.9959,16.2072,46.29,91,100,6.69,SE,1635648743
Klaksvík,62.2266,-6.589,41.92,90,100,8.25,FO,1635648744
Panguna,-6.3164,155.4848,77.74,74,100,3.38,PG,1635648744
Ust'-Barguzin,53.45,108.9833,34.66,48,26,3.56,RU,1635648744
Myskhako,44.6714,37.7433,42.58,81,0,8.41,RU,1635648744
Zyryanka,65.75,150.85,4.3,82,99,2.8,RU,1635648727
Tàrrega,41.647,1.1396,61.88,90,100,0.63,ES,1635648745
Los Andes,-32.8337,-70.5983,70.57,49,11,0.51,CL,1635648745
Alpine,32.835,-116.7664,63.66,77,70,0.65,US,1635648612
Ngunguru,-35.6167,174.5,65.16,64,100,8.97,NZ,1635648745
Sertãozinho,-21.1378,-47.9903,69.91,81,92,2.44,BR,1635648746
Roald,62.5833,6.1333,55.54,58,40,6.91,NO,1635648746
Imbituba,-28.24,-48.6703,68.83,94,100,12.95,BR,1635648746
Camopi,3.1655,-52.3158,72.48,99,100,1.43,GF,1635648747
Pemba,-12.974,40.5178,77.99,78,96,13.04,MZ,1635648747
Deputatsky,69.3,139.9,-6.23,96,98,4.5,RU,1635648720
Shache,38.4167,77.2406,48.33,30,6,5.99,CN,1635648747
Havre-St-Pierre,50.2334,-63.5986,44.6,93,1,3.44,CA,1635648748
Alamosa,37.4695,-105.87,44.11,30,6,1.14,US,1635648748
Cruz,-2.9178,-40.1717,78.71,82,35,8.79,BR,1635648748
Marrakesh,31.6315,-8.0083,60.87,51,0,2.3,MA,1635648704
Menzel Salem,35.8567,8.4765,57.2,46,78,4.21,TN,1635648748
Saint-Augustin,51.226,-58.6502,42.71,59,76,3.53,CA,1635648749
Yumen,40.2833,97.2,45.18,34,92,6.67,CN,1635648749
Uşak Province,38.5,29.4167,50.72,64,100,2.89,TR,1635648749
Fort Abbas,29.1925,72.8536,79.2,17,0,3.58,PK,1635648559
Mulegé,26.8833,-111.9833,74.21,61,0,2.21,MX,1635648523
Morinville,53.8001,-113.652,33.8,60,1,5.75,CA,1635648750
Manicoré,-5.8092,-61.3003,75.76,84,29,1.43,BR,1635648750
Karratha,-20.7377,116.8463,81.1,45,0,14.0,AU,1635648750
Chimbarongo,-34.7,-71.05,65.28,52,100,0.74,CL,1635648751
Lithgow,-33.4833,150.15,64.08,26,1,4.0,AU,1635648751
Flin Flon,54.7682,-101.865,33.04,75,98,10.4,CA,1635648751
Aranda de Duero,41.6704,-3.6892,58.3,83,100,11.68,ES,1635648752
Puquio,-14.7,-74.1333,52.43,72,96,0.96,PE,1635648752
Cristalina,-16.7686,-47.6136,65.97,81,100,2.95,BR,1635648752
Betioky,-23.7167,44.3833,70.74,60,96,3.42,MG,1635648753
Kargasok,59.0556,80.8572,24.13,93,100,5.44,RU,1635648753
Bay City,43.5945,-83.8889,51.94,93,90,0.0,US,1635648753
Rangāpāra,26.8167,92.65,74.21,57,33,5.35,IN,1635648753
Khasan,42.4308,130.6434,56.73,50,13,3.67,RU,1635648754
Waipawa,-41.4122,175.5153,61.43,56,0,18.92,NZ,1635648754
Villanueva,15.3167,-88.0,73.04,73,20,3.44,HN,1635648754
Murmashi,68.8154,32.8115,19.81,100,90,0.0,RU,1635648755
Carnaíba,-8.7,-37.6667,71.35,77,4,10.42,BR,1635648755
Kalmunai,7.4167,81.8167,82.38,76,72,5.32,LK,1635648755
Moyale,3.5167,39.0584,66.07,70,10,7.23,KE,1635648756
Lang Son,21.8333,106.7333,65.75,93,99,3.2,VN,1635648756
Beisfjord,68.3751,17.5988,42.26,96,100,6.24,NO,1635648756
Opuwo,-18.0607,13.84,65.61,23,28,3.78,NA,1635648757
Port Hardy,50.6996,-127.4199,44.6,93,20,6.91,CA,1635648757
Sibolga,1.7427,98.7792,80.13,83,100,2.1,ID,1635648757
Anshun,26.25,105.9333,52.99,88,100,7.61,CN,1635648758
San Quintín,30.4833,-115.95,63.3,85,66,6.22,MX,1635648758
Senno,59.5336,33.9167,38.26,92,100,8.39,RU,1635648758
Mayumba,-3.432,10.6554,76.37,92,100,6.29,GA,1635648759
Canmore,51.0834,-115.3521,20.68,93,2,1.14,CA,1635648759
Emirdağ,39.0197,31.15,45.73,75,57,2.15,TR,1635648759
Yazd,31.8972,54.3675,55.51,41,0,4.61,IR,1635648752
Kroya,-7.6331,109.2461,83.86,74,82,6.44,ID,1635648760
Montes Altos,-5.8333,-47.0667,77.83,67,45,4.79,BR,1635648760
Qaqortoq,60.7167,-46.0333,27.59,75,32,5.82,GL,1635648760
Eirunepé,-6.6603,-69.8736,76.05,82,43,2.33,BR,1635648760
Stornoway,58.2093,-6.3865,49.93,93,46,3.44,GB,1635648761
Kibala,9.1104,18.3463,76.95,83,0,0.0,TD,1635648761
Zella-Mehlis,50.65,10.65,50.56,83,92,6.24,DE,1635648761
San Cristobal,7.7669,-72.225,66.38,99,100,1.03,VE,1635648762
Amboise,47.4125,0.9827,50.54,93,40,6.91,FR,1635648762
Alihe,50.5667,123.7167,36.84,29,3,2.46,CN,1635648762
Boguchany,58.3814,97.4531,26.58,59,100,8.5,RU,1635648762
Oruzgan,32.8333,66.0,50.27,16,0,7.27,AF,1635648763
Kholtoson,50.2981,103.3097,37.44,58,20,3.53,RU,1635648763
Missoula,47.0166,-113.8009,32.4,78,32,4.74,US,1635648763
Lumut,4.2323,100.6298,80.96,89,40,3.44,MY,1635648764
Grindavik,63.8424,-22.4338,39.67,87,0,20.71,IS,1635648764
Mogadishu,2.0371,45.3438,78.53,83,39,13.67,SO,1635648764
Charagua,-19.8,-63.2167,75.0,69,99,3.49,BO,1635648765
Ransang,8.9603,117.5828,84.79,72,100,4.88,PH,1635648765
Gurupá,-1.405,-51.64,74.34,92,56,3.6,BR,1635648766
Klæbu,63.2976,10.4826,53.83,66,100,14.9,NO,1635648766
Palmer,42.1584,-72.3287,58.89,87,90,6.91,US,1635648766
Buta,2.7858,24.73,68.61,99,100,1.25,CD,1635648766
Makakilo City,21.3469,-158.0858,80.35,69,1,13.8,US,1635648767
Quzhou,28.9594,118.8686,69.76,49,26,8.03,CN,1635648767
Palenque/Temp,17.5167,-91.9667,68.68,84,14,1.54,MX,1635648767
Kafue,-15.7691,28.1814,71.87,43,86,3.56,ZM,1635648768
Mīnāb,27.1467,57.0801,67.5,30,5,2.57,IR,1635648768
Bantou,26.2151,117.4893,75.38,61,28,2.64,CN,1635648768
Husavik,66.0449,-17.3389,37.31,97,100,22.26,IS,1635648769
Hohhot,40.8106,111.6522,41.29,38,0,2.24,CN,1635648769
Japura,-0.3167,102.35,89.02,62,10,0.63,ID,1635648769
Marsabit,2.3284,37.9899,65.95,75,56,10.31,KE,1635648770
Kuytun,54.3419,101.5036,34.23,90,100,6.46,RU,1635648770
Talara,-4.5772,-81.2719,65.66,85,45,16.02,PE,1635648770
Kimamba,-6.7833,37.1333,73.2,82,100,4.59,TZ,1635648770
Atar,20.5169,-13.0499,80.04,26,99,4.83,MR,1635648771
Pandamatenga,-18.5278,25.627,71.82,56,16,2.53,BW,1635648771
Miraflores,19.2167,-98.8083,66.02,69,16,2.08,MX,1635648771
Vanavara,60.34,102.2797,22.42,58,18,11.39,RU,1635648772
Pacifica,37.6138,-122.4869,60.53,88,75,3.0,US,1635648772
Manta,-0.95,-80.7333,73.18,83,75,10.36,EC,1635648772
Energetik,51.7445,58.7934,41.85,84,98,15.46,RU,1635648773
Polunochnoye,60.8697,60.4153,14.56,98,94,2.64,RU,1635648773
Muli,2.9167,73.5667,83.34,70,58,17.09,MV,1635648773
Grand Gaube,-20.0064,57.6608,75.38,78,2,3.0,MU,1635648774
Nyrob,60.733,56.7202,28.31,98,100,3.44,RU,1635648774
Te Anau,-45.4167,167.7167,53.31,60,67,6.89,NZ,1635648607
Namatanai,-3.6667,152.4333,83.14,76,100,8.52,PG,1635648774
Baiyin,36.5583,104.2081,45.48,28,8,2.93,CN,1635648775
Moa,20.6569,-74.9403,77.99,82,89,4.94,CU,1635648775
Djibouti,11.5,42.5,72.1,78,73,8.08,DJ,1635648775
Nemuro,43.3236,145.575,55.83,71,86,11.41,JP,1635648776
Sitges,41.2351,1.8119,67.32,89,100,3.06,ES,1635648776
Port Hawkesbury,45.6169,-61.3485,47.79,94,90,4.0,CA,1635648776
Ixtapa,20.7,-105.2,74.25,95,17,1.99,MX,1635648777
Pacayas,9.8071,-84.0476,62.51,94,100,2.71,CR,1635648777
Talnakh,69.4865,88.3972,10.51,96,100,4.99,RU,1635648777
Roebourne,-20.7833,117.1333,81.25,45,0,13.76,AU,1635648777
Tahe,52.3333,124.7333,33.96,27,14,2.57,CN,1635648778
Santa Rosa,14.3122,121.1114,90.09,55,17,16.31,PH,1635648778
Mizdah,31.4451,12.9801,63.3,47,58,7.74,LY,1635648778
Dingle,10.9995,122.6711,83.64,74,87,16.08,PH,1635648779
Dunedin,-45.8742,170.5036,50.49,79,100,24.65,NZ,1635648779
Channel-Port aux Basques,47.5702,-59.1367,46.78,61,2,8.55,CA,1635648779
Laas,46.6166,10.7002,45.48,94,100,2.17,IT,1635648780
Zvishavane,-20.3267,30.0665,67.57,62,7,7.2,ZW,1635648780
Vanino,49.0869,140.2543,37.76,62,100,8.43,RU,1635648780
Gádoros,46.6667,20.6,42.13,77,0,4.32,HU,1635648781
Kasongo,-4.45,26.6667,67.24,97,92,2.64,CD,1635648781
Jaguaruna,-28.615,-49.0256,67.19,90,100,12.08,BR,1635648782
Lat Yao,15.751,99.7893,78.26,88,100,1.21,TH,1635648782
Los Llanos de Aridane,28.6585,-17.9182,62.35,70,0,4.0,ES,1635648783
Fallon,39.4735,-118.7774,63.28,71,1,6.91,US,1635648783
Oranjemund,-28.55,16.4333,59.0,95,21,2.98,NA,1635648783
Northam,51.0333,-4.2167,57.02,86,100,26.37,GB,1635648784
Berlevåg,70.8578,29.0864,37.98,78,99,13.85,NO,1635648784
Leiyang,26.4024,112.8591,60.37,95,100,2.01,CN,1635648784
Kamenka,51.3223,42.7678,38.77,83,6,5.88,RU,1635648785
Pińczów,50.5205,20.5265,48.36,70,1,4.34,PL,1635648785
Morristown,36.214,-83.2949,54.23,75,90,6.91,US,1635648786
Kholmogory,64.2229,41.656,41.11,99,100,6.24,RU,1635648786
Kapoeta,4.7717,33.5903,77.72,57,87,2.35,SS,1635648786
Akivīdu,16.6,81.3833,82.58,83,100,7.16,IN,1635648787
Kariba,-16.5167,28.8,74.77,47,33,5.28,ZW,1635648787
Atessa,42.0693,14.4511,47.28,81,47,2.71,IT,1635648787
Tingo María,-9.2895,-76.0088,72.9,81,38,1.52,PE,1635648787
Terrace,54.5163,-128.6035,39.11,75,75,17.27,CA,1635648572
Lhokseumawe,5.1801,97.1507,80.71,80,100,1.68,ID,1635648788
Port Hedland,-20.3167,118.5667,84.25,51,0,14.97,AU,1635648788
Ambatofinandrahana,-20.55,46.8,61.11,83,11,0.65,MG,1635648788
Staroye Drozhzhanoye,54.7266,47.5677,44.2,95,97,9.62,RU,1635648789
Tegul'det,57.3064,88.1667,27.28,63,100,7.25,RU,1635648789
Pālanpur,24.1667,72.4333,74.61,32,18,3.85,IN,1635648789
Kiryat Gat,31.61,34.7642,74.39,63,98,8.79,IL,1635648691
Boyolangu,-8.1181,111.8935,86.56,64,96,6.06,ID,1635648790
Rancho Palos Verdes,33.7445,-118.387,66.94,90,40,4.0,US,1635648790
Tornio,65.8481,24.1466,41.02,98,94,7.9,FI,1635648791
Ghanzi,-21.5667,21.7833,68.85,23,3,8.25,BW,1635648791
Samarai,-10.6167,150.6667,84.16,76,100,12.86,PG,1635648791
Ola,59.5833,151.2833,20.62,50,100,20.09,RU,1635648792
Fortuna,40.5982,-124.1573,58.42,74,90,1.01,US,1635648715
Fereydūnkenār,36.6864,52.5225,58.84,77,75,5.39,IR,1635648792
Bonthe,7.5264,-12.505,74.37,93,92,4.59,SL,1635648792
Hambantota,6.1241,81.1185,77.34,100,40,3.44,LK,1635648793
Starkville,33.4504,-88.8184,55.06,88,62,4.27,US,1635648793
Salta,-24.7859,-65.4117,71.89,86,0,1.01,AR,1635648793
Killybegs,54.6333,-8.45,48.45,86,100,22.73,IE,1635648793
Poronaysk,49.2167,143.1167,33.85,92,100,9.46,RU,1635648794
Kaniama,-7.5667,24.1833,65.64,97,99,2.89,CD,1635648794
Laguna,38.421,-121.4238,65.64,73,90,3.0,US,1635648795
Asău,46.4333,26.4,35.96,97,1,1.77,RO,1635648795
Nakhabino,55.8514,37.1814,41.09,87,0,11.18,RU,1635648795
Langsa,4.4683,97.9683,75.02,97,100,1.07,ID,1635648795
Sabha,27.0377,14.4283,66.25,33,2,5.91,LY,1635648796
Medianeira,-25.2953,-54.0939,69.51,95,100,6.11,BR,1635648796
Jijiga,9.35,42.8,58.5,82,53,4.68,ET,1635648686
Tual,-5.6667,132.75,83.5,71,65,7.63,ID,1635648796
Ølgod,55.8068,8.6286,51.93,18,56,7.14,DK,1635648797
Meulaboh,4.1363,96.1285,79.0,88,86,12.46,ID,1635648797
Santa Marinella,42.0345,11.8536,61.97,80,100,5.99,IT,1635648797
Jaumave,23.4167,-99.3833,64.96,84,0,2.53,MX,1635648798
Hualmay,-11.0964,-77.6139,63.16,83,97,7.23,PE,1635648798
Lompoc,34.6391,-120.4579,59.56,90,90,0.0,US,1635648693
Granard,53.7667,-7.5,49.17,93,100,21.77,IE,1635648798
Vostok,46.4856,135.8833,45.41,57,74,3.87,RU,1635648799
Katghora,22.5,82.55,71.38,48,85,6.06,IN,1635648799
Taylor,32.3001,-99.8337,68.72,43,1,5.01,US,1635648799
Warrnambool,-38.3833,142.4833,58.93,64,0,7.58,AU,1635648800
Waddān,29.1614,16.139,65.7,40,58,3.76,LY,1635648800
Colesberg,-30.72,25.0972,55.96,59,6,7.02,ZA,1635648800
